ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,beans,cabbage,carrots,eggs,meat_beef_chops,meat_chicken_whole,meat_pork,onions,potatoes,rice,tomatoes,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_cabbage,h_cabbage,l_cabbage,c_cabbage,inflation_cabbage,trust_cabbage,o_carrots,h_carrots,l_carrots,c_carrots,inflation_carrots,trust_carrots,o_eggs,h_eggs,l_eggs,c_eggs,inflation_eggs,trust_eggs,o_meat_beef_chops,h_meat_beef_chops,l_meat_beef_chops,c_meat_beef_chops,inflation_meat_beef_chops,trust_meat_beef_chops,o_meat_chicken_whole,h_meat_chicken_whole,l_meat_chicken_whole,c_meat_chicken_whole,inflation_meat_chicken_whole,trust_meat_chicken_whole,o_meat_pork,h_meat_pork,l_meat_pork,c_meat_pork,inflation_meat_pork,trust_meat_pork,o_onions,h_onions,l_onions,c_onions,inflation_onions,trust_onions,o_potatoes,h_potatoes,l_potatoes,c_potatoes,inflation_potatoes,trust_potatoes,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_tomatoes,h_tomatoes,l_tomatoes,c_tomatoes,inflation_tomatoes,trust_tomatoes,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/11/2007,2007,11,PHP,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 12), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1)",Jan-07,Jun-25,22.81,42.59,0.98,0,,,,,,,,,,,,79.32,79.82,78.83,78.88,,8.0,32.79,35.3,30.28,32.24,,6.1,42.07,44.8,39.35,41.58,,7.5,3.94,3.99,3.89,3.97,,9.3,146.66,147.83,145.49,146.97,,9.6,107.05,107.9,106.2,107.12,,9.6,113.35,114.79,111.91,112.09,,9.5,172.79,180.48,165.09,171.55,,7.7,59.7,61.89,57.5,58.4,,8.2,23.03,23.75,22.31,23.23,,8.7,30.75,32.13,29.37,30.49,,6.2,0.76,0.77,0.75,0.76,,9.6
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/12/2007,2007,12,PHP,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 12), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1)",Jan-07,Jun-25,22.81,42.59,0.98,0,,,,,,,,,,,,78.91,79.41,78.4,79.34,,8.0,33.37,35.73,31.0,33.43,,6.1,41.95,44.56,39.34,42.27,,7.5,3.98,4.03,3.93,3.99,,9.3,147.6,148.71,146.49,147.92,,9.6,107.48,108.3,106.67,107.74,,9.6,112.65,114.07,111.23,113.25,,9.5,169.35,176.55,162.15,171.08,,7.7,58.25,60.35,56.14,57.53,,8.2,23.35,23.84,22.24,22.24,,8.7,30.8,32.18,29.43,30.85,,6.2,0.76,0.77,0.75,0.76,,9.6
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/01/2008,2008,1,PHP,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 12), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1)",Jan-07,Jun-25,22.81,42.59,0.98,0,,,,,,,,,,,,79.31,79.82,78.81,79.41,0.1,8.0,34.48,36.84,32.12,34.03,4.06,6.1,43.03,45.65,40.41,42.39,5.43,7.5,4.0,4.1,3.96,4.1,4.65,9.3,148.58,149.68,147.47,148.22,5.71,9.6,108.11,110.19,107.3,110.19,3.11,9.6,113.68,115.61,112.27,115.61,3.69,9.5,169.73,176.89,155.66,155.66,-9.07,7.7,57.4,59.41,55.4,59.19,4.75,8.2,22.28,23.35,21.54,23.35,10.22,8.7,31.21,32.6,29.83,30.38,9.18,6.2,0.77,0.78,0.76,0.76,1.57,9.6
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/02/2008,2008,2,PHP,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 12), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1)",Jan-07,Jun-25,22.81,42.59,0.98,0,,,,,,,,,,,,79.4,79.88,78.79,78.79,-1.29,8.0,34.85,37.22,27.82,27.82,-9.53,6.1,42.97,45.61,40.33,42.7,11.68,7.5,4.12,4.18,4.03,4.03,2.34,9.3,148.77,149.88,147.66,149.69,6.27,9.6,110.75,112.09,107.83,107.83,2.4,9.6,116.6,118.95,115.17,118.95,5.56,9.5,150.07,159.73,125.76,125.76,-16.61,7.7,59.84,61.87,57.82,59.49,13.45,8.2,23.48,24.14,22.82,23.23,8.49,8.7,30.83,35.27,29.41,35.27,31.68,6.2,0.76,0.77,0.73,0.73,1.43,9.6
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/03/2008,2008,3,PHP,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 12), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1)",Jan-07,Jun-25,22.81,42.59,0.98,0,,,,,,,,,,,,78.82,79.4,78.3,79.4,-0.26,8.0,29.05,32.33,25.76,28.49,-6.18,6.1,43.38,46.02,40.74,43.66,13.87,7.5,4.04,4.11,3.97,4.0,1.03,9.3,150.46,151.7,149.22,149.24,5.54,9.6,107.69,109.48,103.04,103.04,-1.97,9.6,119.9,124.98,118.41,124.98,10.96,9.5,117.43,129.03,95.9,95.9,-30.42,7.7,59.92,61.89,56.95,56.95,6.57,8.2,23.33,25.81,22.71,25.81,16.45,8.7,35.47,38.59,28.26,28.26,6.93,6.2,0.73,0.74,0.7,0.7,-1.4,9.6
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/04/2008,2008,4,PHP,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 12), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1)",Jan-07,Jun-25,22.81,42.59,0.98,0,,,,,,,,,,,,79.37,79.92,78.83,79.57,0.27,8.0,30.44,33.15,27.73,28.12,-5.72,6.1,44.48,47.18,41.79,42.39,10.52,7.5,4.02,4.07,3.94,3.94,-0.15,9.3,149.66,153.17,148.31,153.17,8.57,9.6,102.91,109.38,100.32,109.38,4.5,9.6,126.47,132.23,124.78,132.23,16.78,9.5,89.91,98.44,70.39,70.39,-48.76,7.7,56.55,58.44,54.65,56.08,8.61,8.2,26.08,29.07,24.7,29.07,29.91,8.7,28.48,32.25,24.71,30.58,13.22,6.2,0.7,0.71,0.69,0.7,-1.76,9.6
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/05/2008,2008,5,PHP,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 12), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1)",Jan-07,Jun-25,22.81,42.59,0.98,0,,,,,,,,,,,,79.55,80.07,78.99,78.99,-0.39,8.0,29.99,32.52,22.91,22.91,-25.82,6.1,42.65,45.48,39.79,39.79,6.61,7.5,3.95,4.01,3.89,3.96,1.33,9.3,154.42,156.93,151.91,154.47,7.56,9.6,110.74,114.45,107.03,111.17,5.92,9.6,134.04,135.97,129.79,129.79,15.82,9.5,66.75,93.53,58.42,93.53,-33.08,7.7,56.06,57.87,53.09,53.09,-2.0,8.2,29.47,30.94,28.0,30.31,28.73,8.7,31.26,34.96,25.96,25.96,-7.59,6.2,0.7,0.72,0.69,0.71,-1.63,9.6
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/06/2008,2008,6,PHP,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 12), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1)",Jan-07,Jun-25,22.81,42.59,0.98,0,,,,,,,,,,,,79.02,79.55,78.48,78.71,0.36,8.0,24.77,32.69,21.54,32.69,-3.93,6.1,40.14,43.01,37.26,39.95,1.26,7.5,3.97,4.02,3.82,3.82,-2.75,9.3,155.29,156.75,153.83,155.5,8.02,9.6,111.42,117.15,108.67,117.15,10.34,9.6,130.57,137.15,128.62,137.15,21.18,9.5,109.79,130.03,89.55,92.02,-37.05,7.7,52.86,54.58,50.4,50.4,-9.17,8.2,30.66,33.09,29.35,33.09,43.27,8.7,26.86,30.14,23.58,24.22,-16.83,6.2,0.71,0.73,0.7,0.72,-1.17,9.6
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/07/2008,2008,7,PHP,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 12), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1)",Jan-07,Jun-25,22.81,42.59,0.98,0,,,,,,,,,,,,78.73,79.86,78.22,79.86,1.45,8.0,34.62,40.95,28.29,37.94,11.65,6.1,41.34,43.91,37.38,37.38,-12.41,7.5,3.82,3.91,3.74,3.85,-2.48,9.3,156.34,157.55,155.14,155.69,8.41,9.6,118.05,121.75,114.06,114.06,7.35,9.6,137.96,140.19,135.74,136.89,21.12,9.5,93.92,101.76,86.08,91.21,-39.78,7.7,50.29,53.87,48.65,53.87,-4.62,8.2,33.52,35.29,31.76,32.74,39.64,8.7,25.73,28.45,23.01,25.0,-15.49,6.2,0.73,0.74,0.72,0.73,-1.91,9.6
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/08/2008,2008,8,PHP,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 12), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1)",Jan-07,Jun-25,22.81,42.59,0.98,0,,,,,,,,,,,,79.8,80.47,79.12,79.44,0.88,8.0,36.87,42.51,31.22,36.15,2.67,6.1,38.2,43.01,35.17,43.01,4.07,7.5,3.86,3.92,3.79,3.83,-3.29,9.3,156.36,157.58,153.44,153.44,6.22,9.6,113.51,116.77,110.24,115.15,7.46,9.6,138.61,140.8,131.23,131.23,16.34,9.5,89.4,103.13,75.68,92.73,-41.62,7.7,55.61,61.38,53.79,61.38,8.56,8.2,33.0,34.15,31.34,31.34,44.04,8.7,26.91,35.41,24.81,35.41,20.03,6.2,0.73,0.74,0.72,0.74,-1.03,9.6
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/09/2008,2008,9,PHP,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 12), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1)",Jan-07,Jun-25,22.81,42.59,0.98,0,,,,,,,,,,,,79.45,80.07,78.29,78.29,-0.99,8.0,34.46,38.56,30.36,33.59,-3.05,6.1,46.25,54.45,42.15,54.45,27.67,7.5,3.84,3.9,3.79,3.88,-2.31,9.3,153.62,155.73,150.82,150.82,4.19,9.6,115.58,118.13,113.02,113.56,6.12,9.6,130.52,132.79,128.26,131.36,17.11,9.5,95.04,105.76,84.32,95.04,-43.29,7.7,64.7,67.02,62.38,65.54,11.37,8.2,31.44,32.92,29.58,29.58,31.51,8.7,36.89,43.42,30.35,33.41,11.62,6.2,0.74,0.75,0.73,0.75,-1.73,9.6
